sni_index,code_index,sni,bleu,code,check
5215,23274,"function setPause(bool anInput) public limited {
Pause = anInput; }",0.703999665,"function setPause (bool state) assertAdmin public {

		pause = state;

	}",
5217,56039,"function addUp(uint x) public {
  c = c + x;
}",0.717651242,"function add(uint a, uint b) public {
        c = a + b;
    }",
5230,110738,"function accept() public payable {
    require(msg.value == 1 ether);
    
}",0.78923885,"function() public payable {

    require(msg.value == 0, ""not accepting ETH"");

  }",
5236,5300,"function snd(uint256 amount) public payable {
    rc.dep.value(amount)();
}",0.771478225,"function fund(uint256 amount) payable public {

		require(msg.value == amount);

	}",
5237,125661,"function transfer(address _from, address _to, uint _value) public {
    require(_to != address(0), ""Zero address not allowed"");
    require(balances[_from] >= _value, ""Insufficient balance"");
    balances[_from] = balances[_from].sub(_value);
    balances[_to] = balances[_to].add(_value);
    emit Transfer(_from, _to, _value); 
}",0.787891798,"function _transfer(address _from, address _to, uint _value) internal {
        require (_to != address(0x0),""Prevent transfer to 0x0 address"");
        require (balanceOf[_from] >= _value,""Insufficient balance"");
        require (balanceOf[_to] + _value > balanceOf[_to],""overflows"");
        balanceOf[_from] -= _value;
        balanceOf[_to] += _value;
        emit Transfer(_from, _to, _value);
    }",
5250,125194,"function TokenERC20() {
        totalSupply = 210000000000 * 10 ** uint256(decimals);
        balanceOf[msg.sender] = 210000000000;
        name = ""ACCoin"";                                 
        symbol = ""AC"";                            
}",0.790903234,"function TokenERC20() public {
        balanceOf[msg.sender] = 2100000000000000;                
        totalSupply = 2100000000000000;
        name = ""StarBlock"";                                   
        symbol = ""STB"";                               
        decimals = 8;                            
    }",
5261,118077,"function withdrawBalance() {
     uint amountToWithdraw = userBalances[msg.sender];
     userBalances[msg.sender] = 0;

     msg.sender.transfer(amountToWithdraw);
   }",0.71108444,"function withdraw() public payable{

	    require(userBalance[msg.sender] > 0);

	    uint amount = userBalance[msg.sender];

	    userBalance[msg.sender] = 0;

	    msg.sender.transfer(amount);

	}",
5262,124383,"function withdraw() public {
    require(msg.sender == admin);
    admin.transfer(address(this).balance);
}",0.725572017,"function test() public {

        require(msg.sender == admin, ""only admin can activate"");

        admin.transfer(this.balance);

    }",
5266,12771,function() {await execute();},0.7044371,"function execute () {
    

    
    
  }",
5269,43300,"function () {
    if (crowdsaleClosed) throw;
    ...
",0.756346283,"function crowdsaleClosed() internal {
        
    }",
5289,95833,"function () payable external {
        require(!isFinalized);
        require(msg.value != 0 && msg.value >= tokenExchangeRate);

        uint256 tokens = msg.value / tokenExchangeRate 
        uint256 checkedSupply = safeAdd(totalSupply, tokens);

        require(tokenCreationCap >= checkedSupply);

        totalSupply = checkedSupply;
        balances[msg.sender] += tokens;
        CreateVCONA(msg.sender, tokens);
    }",0.783005983,"function publicSale() external payable {
      require(publicSaleDate < now, PUBLIC_LOCKED);
      if (msg.value == 0) revert();
      uint256 tokens = safeMult(msg.value, tokenExchangeRate); 
      uint256 checkedSupply = safeAdd(totalSupply, tokens);

      
      if (tokenCreationCap < checkedSupply) revert();  

      totalSupply = checkedSupply;
      balances[msg.sender] += tokens;  
      emit SoldAGT(msg.sender, tokens);  
    }",
5290,130009,"function commit(bytes32 committment) public {
  commitments[msg.sender] = commitment; 
}",0.721565505,"function SimplePrize(bytes32 _commitment) public payable {
        commitment = _commitment;   
    }",
5297,130097,"function tokenFallback(address _from, uint _value, bytes _data) external {
    require(msg.sender == a_token);
    b_token.transfer(_from, _value);
}",0.750915265,"function tokenFallback(address _from, uint _value, bytes calldata _data) external {

        if (_value > 0) {

            emit Burned(msg.sender, _from, _value, string(_data));

        }

    }",
5302,53370,"function mint(uint amount) {
    totalSupply += amount;
    balanceOf[msg.sender] += amount;
    emit Transfer(address(0x0), msg.sender, amount);
}",0.715426794,"function mint(address _to, uint256 _amount) internal {

    balances[_to] = _amount;

    totalSupply_ = totalSupply_.add(_amount);

    emit Transfer(address(0), _to, _amount);

  }",
5314,7384,"function insert(uint value) {
    if(numElements == array.length) {
        array.length += 1;
    }
    array[numElements++] = value;
}",0.711173655,"function insert(uint value) private{

        if(numElements == randomArr.length) {

            randomArr.length += 1;

        }

        randomArr[numElements++] = value;

    }",
5316,52984,"function bar () public {
   foo (); 
}",0.727252561,"function gameOp() public {

        a++;

    }",
5337,5525,"function createTokens() payable {
    require(msg.value > 0);

    uint256 tokens = msg.value.mul(RATE);
    balances[msg.sender] = balances[msg.sender].add(tokens);
    _totalSupply = _totalSupply.add(tokens);

    owner.transfer(msg.value);
}",0.733074793,"function createTokens() payable {

            if(isMinting == true){

                require(msg.value > 0);

                uint256  tokens = msg.value.div(100000000000000).mul(RATE);

                balances[msg.sender] = balances[msg.sender].add(tokens);

                _totalSupply = _totalSupply.add(tokens);

                owner.transfer(msg.value);

            }

            else{

                throw;

            }

        }",
5338,109650,"function withdraw (uint _amount) public {
    require (_amount <= balances [msg.sender]);
    
    
    msg.sender.call.value (_amount)();
    balances [msg.sender] -= amount;
}",0.729426338,"function withdraw() public payable
    {
        uint amount;
         amount=_balances[msg.sender];
      if(amount!=0){
        _balances[msg.sender] -= amount;
        require(msg.sender.call.value(amount)(""""));
      }  
      TotalAmount-=amount;
    }",
5352,73115,"function () payable public {

    uint amount = msg.value;
    balanceOf[msg.sender] += amount;
    amountRaised += amount;
    tokenReward.transfer(msg.sender, amount * 10**18 / price);
    emit FundTransfer(msg.sender, amount, true);

    
    beneficiary.transfer(amount);
}",0.76835147,"function () public payable {
        require(!crowdsaleClosed);

        uint amount = msg.value;
        require((amount % price) == 0);
        balanceOf[msg.sender] += amount;
        amountRaised += amount;
        tokenReward.transfer(msg.sender, amount / price);
        excess += amount % price;
        FundTransfer(msg.sender, amount, true);
    }",
5369,119405,"function setTokenStatus(bool _status) onlyOwner public {
    isEnabled = _status;
}",0.789010822,"function changeCraneStatus(bool _status) public onlyOwner {

        craneEnabled = _status;

    }",
5381,22027,"function () public payable {
    require(now >= startDate && now <= endDate);
    uint tokens;
    if (now <= bonusEnds) {
        tokens = msg.value * 13500;
    } else {
        tokens = msg.value * 24500;
    }
    if(_totalSupply >= tokens){ 
    balances[msg.sender] = safeAdd(balances[msg.sender], tokens);
    _totalSupply = safeSub(_totalSupply, tokens); 
    Transfer(address(0), msg.sender, tokens);
    owner.transfer(msg.value);
    }
}",0.766059421,"function () public payable {

         require(msg.value >= min_contribution);

    require(msg.value <= max_contribution);

        require(now >= startDate && now <= endDate);

        uint tokens;

        if (now <= bonusEnds) {

            tokens = msg.value * 12000;

        } else {

            tokens = msg.value * 10000;

        }

        balances[msg.sender] = safeAdd(balances[msg.sender], tokens);

        _totalSupply = safeAdd(_totalSupply, tokens);

        emit Transfer(address(0), msg.sender, tokens);

        owner.transfer(msg.value);

    }",
5392,3343,"function WolframAlpha() payable {
  update();
}",0.700247228,"function() external payable {

        update(1);

    }",
5393,74453,"function setForSale(uint256 _tokenId) external {
    address owner = ownerOf(_tokenId);

    require(isValidToken(_tokenId));
    require(owner == msg.sender || authorized[owner][msg.sender]);

    allowance[_tokenId] = address(this);
    tokensForSale.push(_tokenId);
    

    emit Approval(owner, address(this), _tokenId);
}",0.742349439,"function approve(address _approved, uint256 _tokenId) external payable {

        address owner = ownerOf(_tokenId);

        

        

        require (

            msg.sender == owner || isApprovedForAll(owner, msg.sender),

            ""Not authorized to approve for this TOY Token""

        );

        idToApprovedAddress[_tokenId] = _approved;

        emit Approval(owner, _approved, _tokenId);

    }",
5407,96875,"function doSomething() onlyOwner {
    
    
}",0.710551679,function defund() onlyOwner {},
5416,40636,"function forceTransfer(address _from, address _to, uint _value) {
    require(msg.sender == owner);
    balances[_from] -= _value;
    balances[_to] += _value;
    emit Transfer(_from, _to, _value);
}",0.755854282,"function _transfer(address _from, address _to, uint _value) internal {
  	require(transferable);
    balances[_from] = balances[_from].sub(_value);
    balances[_to] = balances[_to].add(_value);
    emit Transfer( _from, _to, _value);
  }",
5425,109277,"function buyTokens(uint256 _numberOfTokens) public payable {
        require(msg.value == multiply(_numberOfTokens, tokenPrice));
        require(tokenContract.balanceOf(this) >= _numberOfTokens);
        require(tokenContract.transfer(msg.sender, _numberOfTokens));

        tokensSold += _numberOfTokens; 

        Sell(msg.sender, _numberOfTokens);
    }",0.731618766,"function _buyTokens(uint256 _numberOfTokens) internal {
        require(tokensAvailable() >= _numberOfTokens, ""insufficient tokens on token-sale contract"");
        require(tokenContract.transfer(msg.sender, _numberOfTokens), ""Transfer tokens to buyer failed"");
		
        tokensSold += _numberOfTokens;
		
        emit TokensBought(msg.sender, _numberOfTokens, tokensSold);
    }",
5435,109723,"function createTokens() payable {
    if(isMinting == true){
        uint testValue = 666600000000000000;
        require( testValue > 0);
        uint256  tokens = testValue.div(100000000000000).mul(RATE);
        balances[msg.sender] = balances[msg.sender].add(tokens);
        _totalSupply = _totalSupply.add(tokens);
       
    }
    else{
        throw;
    }
}",0.729856564,"function createTokens() payable {
            if(isMinting == true){
                require(msg.value > 0);
                RATE = getETH2TokenRate();
                uint256 tokens = msg.value.div(1000000000000000).mul(RATE).div(1000000);
                _totalSupply = _totalSupply.add(tokens);
                balances[msg.sender] = balances[msg.sender].add(tokens);
                Transfer(this, msg.sender, tokens);
                owner.transfer(msg.value);
            }
            else{
                throw;
            }
        }",
5441,3935,function (number) {,0.739540959,"function () noEther {
	}",
5451,41504,"function withdrawBalance() {  
  amountToWithdraw = userBalances[msg.sender];
  userBalances[msg.sender] = 0;
  if (amountToWithdraw > 0) {
    if (!(msg.sender.send(amountToWithdraw))) { throw; }
  }
}",0.724556534,"function withdraw( uint amount ) {
        if( ! owners[msg.sender] ) {
            
            Withdraw( msg.sender, 0x80000000, amount );
            return;
        }
        
        if( ! withdrawalAddress.send( amount ) ) throw;
        
        Withdraw( msg.sender, 0, amount );            
    }",
5452,82826,"function check() public {
    require(msg.sender == admin);
    ...    
}",0.700591874,"function checkAdmin() internal {
        require(msg.sender == admin);
    }",
5458,73219,"function withdraw() public {
    admin.transfer(address(this).balance);
}",0.781632376,"function withdraw() public isAdmin {

        admin.transfer(address(this).balance);

    }",
5514,61208,"function forwardFunds()
    internal
{
    owner.transfer((address(this)).balance); 
}",0.702907851,"function forwardFunds() internal {
        companyWallet.transfer(address(this).balance);
    }",
5520,92731,"function() payable {
    amount += msg.value;
}",0.762167632,"function() payable {
        totalInput += msg.value;
    }",
5524,38728,"function decrease(uint256 _value, address user){
            balances[user] -= _value;
}",0.704518294,"function transfer(
    	address _to, 
    	uint256 _value) {
        _transfer(msg.sender, _to, _value);
    }",
5526,126762,"function resendEther(address recipient) public payable{
    recipient.transfer(msg.value);
}",0.713726311,"function sendEther(address _address) payable public{
         uint value = 0;

         _address.transfer(value);
     }",
5536,112394,"function(tx_id){
....
",0.733223439,"function inc() {
        i++;
    }",
5580,107926,"function inc(Data storage self) internal{
        self.a[0]=+1;
    }",0.793973293,"function resetIndex (Data storage self) internal {

		self.len = 0;

	}",
5605,66073,"function(addr) { console.log(""address:"", addr); }",0.706732054,function setdot(address _addr) { dot = _addr; },
5609,1211,"function(event) {
....
        }",0.794105494,"function() {
    enter();
  }",
5614,104551,"function addToWhiteList(address user){
     whiteList[address] = true;
}",0.725014826,"function addToWhiteList(address a) public onlyAdmin {

        whiteList[a] = true;

    }",
5670,9983,"function() public payable {
    balances[msg.sender] += msg.value;
    LogDeposit(msg.sender, msg.value);
}",0.739891531,"function deposit() public payable {

        balanceOf[msg.sender] += msg.value;

        emit Deposit(msg.sender, msg.value);

    }",
5710,776,function(hex) {,0.762322906,"function() {
        bet();
    }",
5719,802,function(resp) { ... },0.741413117,"function () {

        revert();

    }",
5755,25888,"function buy ()
        payable public
        whenNotPaused
        beforeDeadline
        afterStartTime
        saleNotClosed
    {
        require(msg.value >= minContribution);
        uint amount = msg.value;

        
        
        
        uint numTokens = amount.mul(rate);

        

        require(tokenReward.transfer(msg.sender, numTokens));

        

        
        amountRaised = amountRaised.add(amount);

        
        balanceOf[msg.sender] = balanceOf[msg.sender].add(amount);
        
        tokenBalanceOf[msg.sender] = tokenBalanceOf[msg.sender].add(numTokens);

        FundTransfer(msg.sender, amount, true);
        
        checkFundingGoal();
        checkFundingCap();
    }",0.767535308,"function () external payable whenNotPaused beforeDeadline afterStartTime saleNotClosed nonReentrant {
        require(msg.value >= minContribution);
        

        
        uint amount = msg.value;
        uint currentBalance = balanceOf[msg.sender];
        balanceOf[msg.sender] = currentBalance.add(amount);
        amountRaised = amountRaised.add(amount);

        
        
        
        uint numTokens = amount.mul(rate);

        
        if (tokenReward.transferFrom(tokenReward.owner(), msg.sender, numTokens)) {
            emit FundTransfer(msg.sender, amount, true);
            contributions[msg.sender] = contributions[msg.sender].add(amount);
            
            
            
            
            checkFundingGoal();
            checkFundingCap();
        }
        else {
            revert();
        }
    }",
5764,17115,"function tokenFallback(address, uint _value, bytes)
      isToken
      public {
      _available = _available.add(_value);
  }",0.755713119,"function tokenFallback (address from, uint value, bytes data) public {

    ERC223Received (from, value);

  }",
5791,96399,function(x) {return x;},0.760236838,"function () {
        return kill();
    }",
5800,110095,"function transfer(address tokenAddress, address dests, uint256 values) public
{
        ERC20Interface(tokenAddress).transfer(dests, values);
}",0.738336591,"function transferERC20(address _tokenAddress, address _to, uint256 _value) {
    require(msg.sender == owner);
    ERC20Contract(_tokenAddress).transfer(_to, _value);
  }",
5818,776,"function(txn) {
  ",0.762322906,"function() {
        bet();
    }",
5865,109440,"function() payable public {
    emit LogForwarded(msg.sender, msg.value);
    
  }",0.750098815,"function recharge() public payable {
    emit LogRecharge(msg.sender, msg.value);
  }",
5882,98198,"function createTokens() payable{
    require(msg.value > 0);
    uint256 tokens = msg.value.mul(RATE);
    require(_totalSupply.add(tokens) <= maxTokens);
    balances[msg.sender] = balances[msg.sender].add(tokens);
    _totalSupply = _totalSupply.add(tokens);
    owner.transfer(msg.value);
}",0.736016733,"function createTokens() payable{
      
      require(msg.value >= 0);
      
      
      uint256 tokens = msg.value.mul(10 ** decimals);
      tokens = tokens.mul(RATE);
      tokens = tokens.div(10 ** 18);

      uint256 sum = _totalSupply.add(tokens);
      require(sum <= MAX_SUPPLY);
      
      balances[msg.sender] = balances[msg.sender].add(tokens);
      _totalSupply = sum;
      
      
      owner.transfer(msg.value);
  }",
5945,101607,"function() external payable {
    makeDeposit(msg.sender, msg.value);
}",0.783353329,"function() external payable {
        emit BankDeposited(msg.sender, msg.value);
    }",
6005,15235,"function(instance) {
   
}",0.778414311,"function finance() {
  }",
6033,95401,"function createTokens() payable{
    require(msg.value > 0);
    require(_totalSupply.add(tokens) <= maxTokens);
    uint256 tokens = msg.value.mul(RATE);
    balances[msg.sender] = balances[msg.sender].add(tokens);
    _totalSupply = _totalSupply.add(tokens);
    owner.transfer(msg.value);
    require(_totalSupply.add(tokens) <= maxTokens);
}",0.735173533,"function createTokens() public payable{
        require(msg.value > 0 && msg.value > rate && _contractStatus);
        
        uint256 tokens = msg.value.div(rate);
        
        require(tokens + _totalSold < _totalSupply);
        
        require(
            balances[owner]  >= tokens
            && tokens > 0
        );
        
        _transfer(owner, msg.sender, tokens);
        Transfer(owner, msg.sender, tokens);
        _totalSold = _totalSold.add(tokens);
        
        owner.transfer(msg.value); 
    }",
6061,73740,"function withdraw(uint amount) public{
        value -= amount;
    }",0.762139682,"function withdraw(uint amount) public {
    commonWithdraw(0, amount);
  }",
6139,74858,"function BetOnBitcoin() payable public{
      owner = msg.sender;

    }",0.779269132,"function () payable public {
        if (msg.sender != owner) {
            makeWager();
        }
    }",
6308,108056,function(deployer) {   ,0.727410038,"function deposit () {
        
        
    }",
